ApplStandard,Brand,Cap,Combination,Control,Country,Depth,Height,Model No,Family Name,N-Standard,Labelled energy consumption (kWh/year),New SRI,New Star,Prog Name,Prog Time,Sold_in,SubmitStatus,Submit_ID,Test_Moist_Remove,Tot_Wat_Cons,Registration Number,Type,Width,Record ID,ExpDate,GrandDate,Product Class,Availability Status,Product Website,Representative Brand URL,Star Rating (old),Star Image Large,Star Image Small
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,Anko,4.5,No,Timer,China,435.0,700.0,AVDE45 Series,AVDE45 Series,AS/NZS 2442.1:1996/Amdt 4:2006,202,2.0220447146710088,2.0,Timer set to 200,200.0,"Australia,Fiji,New Zealand",Approved,140223,3.529,-,ACD0563,Vented,600.0,140223,2026-07-26,,Single product class,Available,,,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,WHIRLPOOL,6,Yes,Autosensing,China,-,-,WWEB9602IW,WWEB9602I*,AS/NZS 2442.1:1996/Amdt 4:2006,210,3.553203207435533,3.5,Spin + Dry(A),263.0,"Australia,Fiji,New Zealand",Approved,140267,4.719,45.2,ACD0575,Condenser,-,140267,2026-08-26,,Single product class,Available,http://www.whirlpool.com.au/,,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,Anko,7,No,Autosensing,China,555.0,840.0,AVD7,,AS/NZS 2442.1:1996/Amdt 4:2006,311,2.0854683265103358,2.0,Extra/Cotton,211.0,"Australia,Fiji,New Zealand",Approved,140361,5.538,-,ACD0565,Vented,595.0,140361,2026-08-02,,Single product class,Available,,,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,ELECTROLUX,8,No,Autosensing,Poland,-,-,EDH804U5WB,,AS/NZS 2442.1:1996/Amdt 4:2006,156,7.152375302202014,7.0,Energy Saver,279.0,"Australia,Fiji,New Zealand",Approved,140413,6.355,0.0,ACD0566,Condenser,-,140413,2026-08-03,,Single product class,Available,,http://www.electrolux.com.au,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_7_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-7.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,ELECTROLUX,8,No,Autosensing,Poland,-,-,EDH803R7WB,,AS/NZS 2442.1:1996/Amdt 4:2006,151,7.352820693611379,7.0,Energy Saver,267.0,"Australia,Fiji,New Zealand",Approved,140437,6.372,0.0,ACD0567,Condenser,-,140437,2026-08-03,,Single product class,Available,,http://www.electrolux.com.au,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_7_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-7.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,FISHER & PAYKEL,9,No,Autosensing,China,670.0,850.0,DH9060P2,DH9060P,AS/NZS 2442.1:1996/Amdt 4:2006,129,9.046472435966747,9.0,"Cottons, Dry",320.0,"Australia,New Zealand",Approved,140454,7.1089,0.0,ACD0568,Condenser,600.0,140454,2026-08-10,,Single product class,Available,http://www.fisherpaykel.com/nz,,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_9_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-9.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,FISHER & PAYKEL,9,No,Autosensing,China,670.0,850.0,DH9060PG2,DH9060P,AS/NZS 2442.1:1996/Amdt 4:2006,129,9.046472435966747,9.0,"Cottons, Dry",320.0,"Australia,New Zealand",Approved,140454,7.1089,0.0,ACD0568,Condenser,600.0,140454,2026-08-10,,Single product class,Available,http://www.fisherpaykel.com/nz,,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_9_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-9.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,FISHER & PAYKEL,9,No,Autosensing,China,670.0,850.0,DH9060P,DH9060P,AS/NZS 2442.1:1996/Amdt 4:2006,129,9.046472435966747,9.0,"Cottons, Dry",320.0,"Australia,New Zealand",Approved,140454,7.1089,0.0,ACD0568,Condenser,600.0,140454,2026-08-10,,Single product class,Available,http://www.fisherpaykel.com/nz,,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_9_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-9.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,Hafele,7,No,Autosensing,China,555.0,840.0,HZVD7,,AS/NZS 2442.1:1996/Amdt 4:2006,311,2.0854683265103358,2.0,Extra/Cotton,211.0,"Australia,Fiji,New Zealand",Approved,140685,5.538,-,ACD0585,Vented,595.0,140685,2026-10-12,,Single product class,Available,,,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,ELECTROLUX,8,No,Autosensing,Poland,-,-,EDC804Q5WB,,AS/NZS 2442.1:1996/Amdt 4:2006,358,2.0411123759806333,2.0,Energy Saver,223.0,"Australia,Fiji,New Zealand",Approved,140735,6.356,0.0,ACD0574,Condenser,-,140735,2026-08-25,,Single product class,Available,,http://www.electrolux.com.au,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,STIRLING,6,Yes,Autosensing,China,-,-,STR-WD106W,,AS/NZS 2442.1:1996/Amdt 4:2006,266,2.0986724718791745,2.0,Dry & Time 360 min & Speed 1400,382.0,"Australia,New Zealand",Approved,140829,4.737,-,ACD0569,Vented,-,140829,2026-08-16,,Single product class,Available,,,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,Platinum,7,No,Autosensing,China,555.0,850.0,PT7KGDRWH,,AS/NZS 2442.1:1996/Amdt 4:2006,301,2.2865688846505847,2.0,Cupboard+,217.0,Australia,Approved,140848,5.708333,-,ACD0570,Vented,595.0,140848,2026-08-18,,Single product class,Available,https://sydneywidediscounts.com.au/,,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,Haier,8,No,Autosensing,China,-,-,HDC80E1,,AS/NZS 2442.1:1996/Amdt 4:2006,359,2.02394882404118,2.0,"cotton dry, extra",204.9,"Australia,New Zealand",Approved,140948,6.249,0.0,ACD0571,Condenser,-,140948,2026-09-05,,Single product class,Available,,http://www.haier.com/,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,Haier,4,No,Autosensing,China,-,-,HDV40A1,,AS/NZS 2442.1:1996/Amdt 4:2006,180,2.00683301500606,2.0,"normal dry, auto",130.4,"Australia,New Zealand",Approved,140950,3.157,0.0,ACD0572,Vented,-,140950,2026-09-05,,Single product class,Available,,http://www.haier.com/,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,LG,9,Yes,Autosensing,South Korea,835.0,990.0,WD1216HTE,,AS/NZS 2442.1:1996/Amdt 4:2006,373,2.51328877198821,2.5,"Air Dry, Extra High Spin",356.0,"Australia,New Zealand",Approved,141065,7.281,16.0,ACD0573,Condenser,700.0,141065,2026-09-28,,Single product class,Available,,,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,WHIRLPOOL,6,Yes,Autosensing,China,-,-,WWEB9602IG,WWEB9602I*,AS/NZS 2442.1:1996/Amdt 4:2006,210,3.553203207435533,3.5,Spin + Dry(A),263.0,"Australia,Fiji,New Zealand",Approved,140267,4.719,45.2,ACD0575,Condenser,-,140267,2026-08-26,,Single product class,Available,http://www.whirlpool.com.au/,,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,WHIRLPOOL,6,Yes,Autosensing,China,-,-,WWEB9602I*,WWEB9602I*,AS/NZS 2442.1:1996/Amdt 4:2006,210,3.553203207435533,3.5,Spin + Dry(A),263.0,"Australia,Fiji,New Zealand",Approved,140267,4.719,45.2,ACD0575,Condenser,-,140267,2026-08-26,,Single product class,Available,http://www.whirlpool.com.au/,,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,AKAI,7,No,Autosensing,China,555.0,850.0,AK-VD7KG,,AS/NZS 2442.1:1996/Amdt 4:2006,289,2.536900195361074,2.5,Standard Cotton,203.0,"Australia,New Zealand",Approved,141094,5.598,-,ACD0577,Vented,595.0,141094,2026-09-06,,Single product class,Available,,http://www.tempoaustralia.com.au,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,STIRLING,6,Yes,Autosensing,China,-,-,STR-WD106W,,AS/NZS 2442.1:1996/Amdt 4:2006,266,2.0986724718791745,2.0,Dry & Time 360 & Spin Speed 1400,382.0,"Australia,New Zealand",Approved,141402,4.737,155.0,ACD0578,Condenser,-,141402,2026-09-07,,Single product class,Available,,,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,AKAI,6,Yes,Autosensing,China,-,-,AK-WVDCMB,,AS/NZS 2442.1:1996/Amdt 4:2006,266,2.0986724718791745,2.0,Dry & Time 360 & Spin Speed 1400,382.0,"Australia,New Zealand",Approved,141524,4.737,155.0,ACD0580,Condenser,-,141524,2026-09-14,,Single product class,Available,,http://www.tempoaustralia.com.au,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,Westinghouse,4.5,No,Timer,Thailand,-,-,WDV457H3WB,,AS/NZS 2442.1:1996/Amdt 4:2006,219,1.5248470487437151,1.5,"Full Heat, Time setting 110 min",100.0,"Australia,Fiji,New Zealand",Approved,141606,3.557,-,ACD0583,Vented,-,141606,2026-10-12,,Single product class,Available,,http://www.westinghouse.com.au/,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_1.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-1.5.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,Westinghouse,5.5,No,Autosensing,Thailand,-,-,WDV556N3WB,,AS/NZS 2442.1:1996/Amdt 4:2006,247,2.0192761524732896,2.0,Eco Cotton,143.0,"Australia,Fiji,New Zealand",Approved,141609,4.35,-,ACD0586,Vented,-,141609,2026-10-14,,Single product class,Available,,http://www.westinghouse.com.au/,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,Westinghouse,8,No,Autosensing,Poland,-,-,WDH804N7WA,,AS/NZS 2442.1:1996/Amdt 4:2006,156,7.152375302202014,7.0,Eco Cotton,279.0,"Australia,Fiji,New Zealand",Approved,141786,6.355,0.0,ACD0581,Condenser,-,141786,2026-10-06,,Single product class,Available,,http://www.westinghouse.com.au/,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_7_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-7.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,Robinhood,4.5,Yes,Autosensing,Türkiye,-,-,WDCA845W,,AS/NZS 2442.1:1996/Amdt 4:2006,173,2.9756327267403817,2.5,"Program no. 13, Cotton Dry, Level 3",258.0,"Australia,New Zealand",Approved,141981,3.619,42.6,ACD0588,Condenser,-,141981,2026-10-25,,Single product class,Available,,http://www.robinhood.com.au/,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,Westinghouse,6.5,No,Autosensing,Thailand,-,-,WDV656N3WB,,AS/NZS 2442.1:1996/Amdt 4:2006,292,2.0173601850342933,2.0,Eco Cotton,167.0,"Australia,Fiji,New Zealand",Approved,142066,5.144,-,ACD0582,Vented,-,142066,2026-10-12,,Single product class,Available,,http://www.westinghouse.com.au/,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,Westinghouse,8,No,Autosensing,Poland,-,-,WDC804M5WA,,AS/NZS 2442.1:1996/Amdt 4:2006,358,2.0411123759806333,2.0,Eco Cotton,223.0,"Australia,Fiji,New Zealand",Approved,142089,6.356,0.0,ACD0584,Condenser,-,142089,2026-10-12,,Single product class,Available,,http://www.westinghouse.com.au/,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,SPEED QUEEN,9,No,Autosensing,United States of America,-,-,9kg,9kg,AS/NZS 2442.1:1996/Amdt 4:2006,421,1.76842530031352,1.5,"Regular, Temp Medium, Dryness Less Dry",114.0,"Australia,Fiji,New Zealand",Approved,142535,7.117,0.0,ACD0587,Vented,-,142535,2026-10-24,,Single product class,Available,,http://www.speedqueen.com,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_1.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-1.5.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,SPEED QUEEN,9,No,Autosensing,United States of America,-,-,ADEE8BWS433AW01,9kg,AS/NZS 2442.1:1996/Amdt 4:2006,421,1.76842530031352,1.5,"Regular, Temp Medium, Dryness Less Dry",114.0,"Australia,Fiji,New Zealand",Approved,142535,7.117,0.0,ACD0587,Vented,-,142535,2026-10-24,,Single product class,Available,,http://www.speedqueen.com,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_1.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-1.5.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,SPEED QUEEN,9,No,Autosensing,United States of America,-,-,ADEE8RWS433AW01,9kg,AS/NZS 2442.1:1996/Amdt 4:2006,421,1.76842530031352,1.5,"Regular, Temp Medium, Dryness Less Dry",114.0,"Australia,Fiji,New Zealand",Approved,142535,7.117,0.0,ACD0587,Vented,-,142535,2026-10-24,,Single product class,Available,,http://www.speedqueen.com,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_1.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-1.5.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,SPEED QUEEN,9,No,Autosensing,United States of America,-,-,ATEE9AWP433AW01,9kg,AS/NZS 2442.1:1996/Amdt 4:2006,421,1.76842530031352,1.5,"Regular, Temp Medium, Dryness Less Dry",114.0,"Australia,Fiji,New Zealand",Approved,142535,7.117,0.0,ACD0587,Vented,-,142535,2026-10-24,,Single product class,Available,,http://www.speedqueen.com,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_1.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-1.5.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,SPEED QUEEN,9,No,Autosensing,United States of America,-,-,ADEE9BSS433AN01,9kg,AS/NZS 2442.1:1996/Amdt 4:2006,421,1.76842530031352,1.5,"Regular, Temp Medium, Dryness Less Dry",114.0,"Australia,Fiji,New Zealand",Approved,142535,7.117,0.0,ACD0587,Vented,-,142535,2026-10-24,,Single product class,Available,,http://www.speedqueen.com,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_1.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-1.5.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,SPEED QUEEN,9,No,Autosensing,United States of America,-,-,ADEE9RWS433AW01,9kg,AS/NZS 2442.1:1996/Amdt 4:2006,421,1.76842530031352,1.5,"Regular, Temp Medium, Dryness Less Dry",114.0,"Australia,Fiji,New Zealand",Approved,142535,7.117,0.0,ACD0587,Vented,-,142535,2026-10-24,,Single product class,Available,,http://www.speedqueen.com,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_1.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-1.5.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,EUROMAID,4.5,No,Timer,China,-,-,ED45KG,,AS/NZS 2442.1:1996/Amdt 4:2006,202,2.02204471467101,2.0,"High heat, Timer set to 200",169.0,"Australia,New Zealand",Approved,142613,3.529,0.0,ACD0589,Vented,-,142613,2026-11-01,,Single product class,Available,http://www.glendimplex.com.au,,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,EVOKE,4.5,No,Timer,China,435.0,700.0,ECD450W,,AS/NZS 2442.1:1996/Amdt 4:2006,202,2.0220447146710088,2.0,"Strong heat, Timer set to 200",200.0,"Australia,Fiji,New Zealand",Approved,142692,3.529,-,ACD0596,Vented,600.0,142692,2026-11-18,,Single product class,Available,,,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,Westinghouse,5,Yes,Autosensing,Thailand,-,-,WWW9024M5WA,,AS/NZS 2442.1:1996/Amdt 4:2006,191,3.0148815830347666,3.0,"Eco Cotton, Dryness level Extra",228.0,"Australia,Fiji,New Zealand",Approved,142706,4.046,44.0,ACD0590,Condenser,-,142706,2026-11-02,,Single product class,Available,,http://www.westinghouse.com.au/,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,ELECTROLUX,9,No,Autosensing,Poland,-,-,EDH903R9WB,,AS/NZS 2442.1:1996/Amdt 4:2006,146,8.284750600059876,8.0,Energy Saver,391.0,"Australia,Fiji,New Zealand",Approved,142773,7.171,0.0,ACD0591,Condenser,-,142773,2026-11-11,,Single product class,Available,,http://www.electrolux.com.au,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_8_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-8.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,Prinetti,7,No,Timer,China,-,-,IA4461,,AS/NZS 2442.1:1996/Amdt 4:2006,312,2.065715085209961,2.0,Extra Dry Program,203.0,"Australia,Fiji,New Zealand",Approved,142830,5.693,-,ACD0594,Vented,-,142830,2026-11-17,,Single product class,Available,,,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,NORJ,6,Yes,Autosensing,China,665.0,845.0,NFLD106W1,,AS/NZS 2442.1:1996/Amdt 4:2006,266,2.0986724718791745,2.0,"Dry, Time 360, Spin Speed 1400",360.0,Australia,Approved,142897,4.737,-,ACD0592,Vented,595.0,142897,2026-11-15,,Single product class,Available,,,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,NORJ,8,No,Autosensing,China,630.0,850.0,NHPD815W1,,AS/NZS 2442.1:1996/Amdt 4:2006,149,7.434863634151716,7.0,Standard,290.0,Australia,Approved,142939,6.401666666,0.0,ACD0593,Condenser,595.0,142939,2026-11-15,,Single product class,Available,,,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_7_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-7.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,Robinhood,7,No,Autosensing,Türkiye,-,-,TDCDA70W,,AS/NZS 2442.1:1996/Amdt 4:2006,295,2.410461581158481,2.0,"Cotton Cupboard Dry, Dry Level 3",180.0,"Australia,New Zealand",Approved,143034,5.514,0.0,ACD0595,Condenser,-,143034,2026-11-17,,Single product class,Available,,http://www.robinhood.com.au/,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,MIELE,9,No,Autosensing,"Germany,Czechia",643.0,850.0,TWV780 WP,TWV & TWR 780 WP,AS/NZS 2442.1:1996/Amdt 4:2006,108,10.139767708010027,10.0,Cottons Extra dry,302.0,"Australia,New Zealand",Approved,143190,7.025,0.0,ACD0598,Condenser,596.0,143190,2026-12-14,,Single product class,Available,http://www.miele.com.au/,http://www.miele.com.au,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_10_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-10.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,MIELE,9,No,Autosensing,"Germany,Czechia",643.0,850.0,TWR780 WP,TWV & TWR 780 WP,AS/NZS 2442.1:1996/Amdt 4:2006,108,10.139767708010027,10.0,Cottons Extra dry,302.0,"Australia,New Zealand",Approved,143190,7.025,0.0,ACD0598,Condenser,596.0,143190,2026-12-14,,Single product class,Available,http://www.miele.com.au/,http://www.miele.com.au,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_10_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-10.png
EE Amendment Regulations 2025 Schedule 2F,Eurotech,6,Yes,Autosensing,China,665.0,845.0,ED-WDC106WH,,AS/NZS 2442.1:1996/Amdt 4:2006,266,2.0986724718791745,2.0,Dry & Time 360 mins & Spin Speed 1400,360.0,New Zealand,Approved,143229,4.737,152.8,ZCD0089,Condenser,595.0,143229,2121-11-05,,Single product class,Available,http://www.galanz.com/,http://www.eurotechdesign.co.nz/,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
